id_siswa,nama,nrp,id_mapel,score
260,Miguel King,00800000000001,1,2.0
260,Miguel King,00800000000001,2,3.0
260,Miguel King,00800000000001,3,4.0
260,Miguel King,00800000000001,4,5.0
260,Miguel King,00800000000001,5,7.0
260,Miguel King,00800000000001,6,4.0
260,Miguel King,00800000000001,7,6.0
261,Victoria Cook,00800000000002,1,2.0
261,Victoria Cook,00800000000002,2,4.0
261,Victoria Cook,00800000000002,3,7.0
261,Victoria Cook,00800000000002,4,7.0
261,Victoria Cook,00800000000002,5,7.0
261,Victoria Cook,00800000000002,6,4.0
261,Victoria Cook,00800000000002,7,6.0
262,Ashley Stevenson,00800000000003,1,2.0
262,Ashley Stevenson,00800000000003,2,2.0
262,Ashley Stevenson,00800000000003,3,4.0
262,Ashley Stevenson,00800000000003,4,5.0
262,Ashley Stevenson,00800000000003,5,6.0
262,Ashley Stevenson,00800000000003,6,5.0
262,Ashley Stevenson,00800000000003,7,6.0
263,Scott Santiago,00800000000004,1,4.0
263,Scott Santiago,00800000000004,2,5.0
263,Scott Santiago,00800000000004,3,7.0
263,Scott Santiago,00800000000004,4,3.0
263,Scott Santiago,00800000000004,5,5.0
263,Scott Santiago,00800000000004,6,8.0
263,Scott Santiago,00800000000004,7,6.0
264,Spencer Cummings,00800000000005,1,6.0
264,Spencer Cummings,00800000000005,2,4.0
264,Spencer Cummings,00800000000005,3,4.0
264,Spencer Cummings,00800000000005,4,5.0
264,Spencer Cummings,00800000000005,5,5.0
264,Spencer Cummings,00800000000005,6,3.0
264,Spencer Cummings,00800000000005,7,5.0
265,Christine Walker,00800000000006,1,1.0
265,Christine Walker,00800000000006,2,2.0
265,Christine Walker,00800000000006,3,4.0
265,Christine Walker,00800000000006,4,5.0
265,Christine Walker,00800000000006,5,10.0
265,Christine Walker,00800000000006,6,3.0
265,Christine Walker,00800000000006,7,8.0
266,Lisa Hall,00800000000007,1,6.0
266,Lisa Hall,00800000000007,2,6.0
266,Lisa Hall,00800000000007,3,6.0
266,Lisa Hall,00800000000007,4,6.0
266,Lisa Hall,00800000000007,5,5.0
266,Lisa Hall,00800000000007,6,3.0
266,Lisa Hall,00800000000007,7,5.0
267,Christopher Irwin,00800000000008,1,7.0
267,Christopher Irwin,00800000000008,2,2.0
267,Christopher Irwin,00800000000008,3,6.0
267,Christopher Irwin,00800000000008,4,5.0
267,Christopher Irwin,00800000000008,5,6.0
267,Christopher Irwin,00800000000008,6,4.0
267,Christopher Irwin,00800000000008,7,3.0
268,Xavier Carr,00800000000009,1,2.0
268,Xavier Carr,00800000000009,2,4.0
268,Xavier Carr,00800000000009,3,5.0
268,Xavier Carr,00800000000009,4,6.0
268,Xavier Carr,00800000000009,5,10.0
268,Xavier Carr,00800000000009,6,4.0
268,Xavier Carr,00800000000009,7,6.0
269,Douglas Sweeney,00800000000010,1,4.0
269,Douglas Sweeney,00800000000010,2,3.0
269,Douglas Sweeney,00800000000010,3,4.0
269,Douglas Sweeney,00800000000010,4,4.0
269,Douglas Sweeney,00800000000010,5,5.0
269,Douglas Sweeney,00800000000010,6,8.0
269,Douglas Sweeney,00800000000010,7,3.0
270,Amy Lawrence,00800000000011,1,7.0
270,Amy Lawrence,00800000000011,2,3.0
270,Amy Lawrence,00800000000011,3,9.0
270,Amy Lawrence,00800000000011,4,5.0
270,Amy Lawrence,00800000000011,5,9.0
270,Amy Lawrence,00800000000011,6,4.0
270,Amy Lawrence,00800000000011,7,6.0
271,Carl Kelley,00800000000012,1,4.0
271,Carl Kelley,00800000000012,2,3.0
271,Carl Kelley,00800000000012,3,4.0
