id_siswa,nama,nrp,id_mapel,score
75,Katherine Edwards,00300000000001,1,2.0
75,Katherine Edwards,00300000000001,2,5.0
75,Katherine Edwards,00300000000001,3,4.0
75,Katherine Edwards,00300000000001,4,6.0
75,Katherine Edwards,00300000000001,5,5.0
75,Katherine Edwards,00300000000001,6,5.0
75,Katherine Edwards,00300000000001,7,8.0
76,Steven Garrison,00300000000002,1,4.0
76,Steven Garrison,00300000000002,2,7.0
76,Steven Garrison,00300000000002,3,6.0
76,Steven Garrison,00300000000002,4,3.0
76,Steven Garrison,00300000000002,5,3.0
76,Steven Garrison,00300000000002,6,6.0
76,Steven Garrison,00300000000002,7,5.0
77,Thomas Moyer,00300000000003,1,6.0
77,Thomas Moyer,00300000000003,2,4.0
77,Thomas Moyer,00300000000003,3,7.0
77,Thomas Moyer,00300000000003,4,3.0
77,Thomas Moyer,00300000000003,5,5.0
77,Thomas Moyer,00300000000003,6,7.0
77,Thomas Moyer,00300000000003,7,5.0
78,Dawn Stewart,00300000000004,1,8.0
78,Dawn Stewart,00300000000004,2,5.0
78,Dawn Stewart,00300000000004,3,4.0
78,Dawn Stewart,00300000000004,4,5.0
78,Dawn Stewart,00300000000004,5,9.0
78,Dawn Stewart,00300000000004,6,7.0
78,Dawn Stewart,00300000000004,7,6.0
79,Kenneth Chaney,00300000000005,1,5.0
79,Kenneth Chaney,00300000000005,2,4.0
79,Kenneth Chaney,00300000000005,3,2.0
79,Kenneth Chaney,00300000000005,4,6.0
79,Kenneth Chaney,00300000000005,5,5.0
79,Kenneth Chaney,00300000000005,6,6.0
79,Kenneth Chaney,00300000000005,7,6.0
80,William Myers,00300000000006,1,5.0
80,William Myers,00300000000006,2,10.0
80,William Myers,00300000000006,3,6.0
80,William Myers,00300000000006,4,5.0
80,William Myers,00300000000006,5,8.0
80,William Myers,00300000000006,6,4.0
80,William Myers,00300000000006,7,6.0
81,Shawn Moore,00300000000007,1,5.0
81,Shawn Moore,00300000000007,2,5.0
81,Shawn Moore,00300000000007,3,4.0
81,Shawn Moore,00300000000007,4,5.0
81,Shawn Moore,00300000000007,5,7.0
81,Shawn Moore,00300000000007,6,6.0
81,Shawn Moore,00300000000007,7,5.0
82,Anna Baker,00300000000008,1,3.0
82,Anna Baker,00300000000008,2,4.0
82,Anna Baker,00300000000008,3,4.0
82,Anna Baker,00300000000008,4,6.0
82,Anna Baker,00300000000008,5,7.0
82,Anna Baker,00300000000008,6,2.0
82,Anna Baker,00300000000008,7,6.0
83,Kylie Palmer,00300000000009,1,6.0
83,Kylie Palmer,00300000000009,2,6.0
83,Kylie Palmer,00300000000009,3,8.0
83,Kylie Palmer,00300000000009,4,5.0
83,Kylie Palmer,00300000000009,5,5.0
83,Kylie Palmer,00300000000009,6,5.0
83,Kylie Palmer,00300000000009,7,2.0
84,Luis Alexander,00300000000010,1,4.0
84,Luis Alexander,00300000000010,2,4.0
84,Luis Alexander,00300000000010,3,3.0
84,Luis Alexander,00300000000010,4,5.0
84,Luis Alexander,00300000000010,5,10.0
84,Luis Alexander,00300000000010,6,6.0
84,Luis Alexander,00300000000010,7,3.0
85,Amy Molina,00300000000011,1,2.0
85,Amy Molina,00300000000011,2,6.0
85,Amy Molina,00300000000011,3,4.0
85,Amy Molina,00300000000011,4,5.0
85,Amy Molina,00300000000011,5,3.0
85,Amy Molina,00300000000011,6,7.0
85,Amy Molina,00300000000011,7,6.0
86,Travis Harris,00300000000012,1,5.0
