id_siswa,nama,nrp,id_mapel,score
1111,Christopher Harris,03100000000001,1,4.0
1111,Christopher Harris,03100000000001,2,7.0
1111,Christopher Harris,03100000000001,3,9.0
1111,Christopher Harris,03100000000001,4,3.0
1111,Christopher Harris,03100000000001,5,4.0
1111,Christopher Harris,03100000000001,6,5.0
1111,Christopher Harris,03100000000001,7,5.0
1112,Kenneth Torres,03100000000002,1,4.0
1112,Kenneth Torres,03100000000002,2,4.0
1112,Kenneth Torres,03100000000002,3,7.0
1112,Kenneth Torres,03100000000002,4,6.0
1112,Kenneth Torres,03100000000002,5,6.0
1112,Kenneth Torres,03100000000002,6,4.0
1112,Kenneth Torres,03100000000002,7,8.0
1113,Brenda Mendez,03100000000003,1,7.0
1113,Brenda Mendez,03100000000003,2,7.0
1113,Brenda Mendez,03100000000003,3,5.0
1113,Brenda Mendez,03100000000003,4,4.0
1113,Brenda Mendez,03100000000003,5,7.0
1113,Brenda Mendez,03100000000003,6,6.0
1113,Brenda Mendez,03100000000003,7,7.0
1114,Leroy Duffy,03100000000004,1,7.0
1114,Leroy Duffy,03100000000004,2,8.0
1114,Leroy Duffy,03100000000004,3,4.0
1114,Leroy Duffy,03100000000004,4,6.0
1114,Leroy Duffy,03100000000004,5,6.0
1114,Leroy Duffy,03100000000004,6,4.0
1114,Leroy Duffy,03100000000004,7,7.0
1115,Kathleen Murray,03100000000005,1,5.0
1115,Kathleen Murray,03100000000005,2,7.0
1115,Kathleen Murray,03100000000005,3,5.0
1115,Kathleen Murray,03100000000005,4,2.0
1115,Kathleen Murray,03100000000005,5,4.0
1115,Kathleen Murray,03100000000005,6,4.0
1115,Kathleen Murray,03100000000005,7,4.0
1116,Stephen Fox,03100000000006,1,5.0
1116,Stephen Fox,03100000000006,2,3.0
1116,Stephen Fox,03100000000006,3,5.0
1116,Stephen Fox,03100000000006,4,2.0
1116,Stephen Fox,03100000000006,5,3.0
1116,Stephen Fox,03100000000006,6,2.0
1116,Stephen Fox,03100000000006,7,9.0
1117,Summer Barker DVM,03100000000007,1,8.0
1117,Summer Barker DVM,03100000000007,2,3.0
1117,Summer Barker DVM,03100000000007,3,4.0
1117,Summer Barker DVM,03100000000007,4,5.0
1117,Summer Barker DVM,03100000000007,5,7.0
1117,Summer Barker DVM,03100000000007,6,1.0
1117,Summer Barker DVM,03100000000007,7,2.0
1118,Martha Davis,03100000000008,1,4.0
1118,Martha Davis,03100000000008,2,4.0
1118,Martha Davis,03100000000008,3,5.0
1118,Martha Davis,03100000000008,4,3.0
1118,Martha Davis,03100000000008,5,5.0
1118,Martha Davis,03100000000008,6,7.0
1118,Martha Davis,03100000000008,7,8.0
1119,Victoria Riddle,03100000000009,1,2.0
1119,Victoria Riddle,03100000000009,2,8.0
1119,Victoria Riddle,03100000000009,3,1.0
1119,Victoria Riddle,03100000000009,4,3.0
1119,Victoria Riddle,03100000000009,5,2.0
1119,Victoria Riddle,03100000000009,6,5.0
1119,Victoria Riddle,03100000000009,7,4.0
1120,James Yates,03100000000010,1,6.0
1120,James Yates,03100000000010,2,1.0
1120,James Yates,03100000000010,3,8.0
1120,James Yates,03100000000010,4,8.0
1120,James Yates,03100000000010,5,5.0
1120,James Yates,03100000000010,6,5.0
1120,James Yates,03100000000010,7,7.0
1121,Kathryn Booth,03100000000011,1,7.0
1121,Kathryn Booth,03100000000011,2,10.0
1121,Kathryn Booth,03100000000011,3,4.0
1121,Kathryn Booth,03100000000011,4,6.0
1121,Kathryn Booth,03100000000011,5,3.0
1121,Kathryn Booth,03100000000011,6,7.0
1121,Kathryn Booth,03100000000011,7,6.0
1122,Ronald Baxter,03100000000012,1,2.0
1122,Ronald Baxter,03100000000012,2,2.0
1122,Ronald Baxter,03100000000012,3,2.0
1122,Ronald Baxter,03100000000012,4,2.0
1122,Ronald Baxter,03100000000012,5,3.0
1122,Ronald Baxter,03100000000012,6,3.0
1122,Ronald Baxter,03100000000012,7,6.0
1123,Thomas Payne,03100000000013,1,7.0
1123,Thomas Payne,03100000000013,2,9.0
1123,Thomas Payne,03100000000013,3,8.0
1123,Thomas Payne,03100000000013,4,7.0
1123,Thomas Payne,03100000000013,5,5.0
1123,Thomas Payne,03100000000013,6,7.0
1123,Thomas Payne,03100000000013,7,4.0
1124,Dr. Veronica Vaughan,03100000000014,1,3.0
1124,Dr. Veronica Vaughan,03100000000014,2,5.0
1124,Dr. Veronica Vaughan,03100000000014,3,6.0
1124,Dr. Veronica Vaughan,03100000000014,4,2.0
1124,Dr. Veronica Vaughan,03100000000014,5,6.0
1124,Dr. Veronica Vaughan,03100000000014,6,5.0
1124,Dr. Veronica Vaughan,03100000000014,7,8.0
1125,Jordan Liu,03100000000015,1,6.0
1125,Jordan Liu,03100000000015,2,3.0
1125,Jordan Liu,03100000000015,3,8.0
1125,Jordan Liu,03100000000015,4,7.0
1125,Jordan Liu,03100000000015,5,4.0
1125,Jordan Liu,03100000000015,6,5.0
1125,Jordan Liu,03100000000015,7,7.0
1126,Richard Garner,03100000000016,1,7.0
1126,Richard Garner,03100000000016,2,5.0
1126,Richard Garner,03100000000016,3,4.0
1126,Richard Garner,03100000000016,4,7.0
