id_siswa,nama,nrp,id_mapel,score
778,Heidi Adams,02200000000001,1,6.0
778,Heidi Adams,02200000000001,2,2.0
778,Heidi Adams,02200000000001,3,3.0
778,Heidi Adams,02200000000001,4,5.0
778,Heidi Adams,02200000000001,5,4.0
778,Heidi Adams,02200000000001,6,7.0
778,Heidi Adams,02200000000001,7,1.0
779,Parker Shannon,02200000000002,1,9.0
779,Parker Shannon,02200000000002,2,6.0
779,Parker Shannon,02200000000002,3,6.0
779,Parker Shannon,02200000000002,4,4.0
779,Parker Shannon,02200000000002,5,3.0
779,Parker Shannon,02200000000002,6,8.0
779,Parker Shannon,02200000000002,7,4.0
780,Donna Doyle,02200000000003,1,4.0
780,Donna Doyle,02200000000003,2,5.0
780,Donna Doyle,02200000000003,3,5.0
780,Donna Doyle,02200000000003,4,6.0
780,Donna Doyle,02200000000003,5,7.0
780,Donna Doyle,02200000000003,6,6.0
780,Donna Doyle,02200000000003,7,5.0
781,Christine Turner,02200000000004,1,6.0
781,Christine Turner,02200000000004,2,7.0
781,Christine Turner,02200000000004,3,4.0
781,Christine Turner,02200000000004,4,1.0
781,Christine Turner,02200000000004,5,4.0
781,Christine Turner,02200000000004,6,2.0
781,Christine Turner,02200000000004,7,8.0
782,Edgar Watson,02200000000005,1,5.0
782,Edgar Watson,02200000000005,2,7.0
782,Edgar Watson,02200000000005,3,7.0
782,Edgar Watson,02200000000005,4,4.0
782,Edgar Watson,02200000000005,5,6.0
782,Edgar Watson,02200000000005,6,6.0
782,Edgar Watson,02200000000005,7,4.0
783,Ruben Roy,02200000000006,1,7.0
783,Ruben Roy,02200000000006,2,6.0
783,Ruben Roy,02200000000006,3,1.0
783,Ruben Roy,02200000000006,4,3.0
783,Ruben Roy,02200000000006,5,4.0
783,Ruben Roy,02200000000006,6,7.0
783,Ruben Roy,02200000000006,7,4.0
784,Rebecca Warner,02200000000007,1,8.0
784,Rebecca Warner,02200000000007,2,6.0
784,Rebecca Warner,02200000000007,3,3.0
784,Rebecca Warner,02200000000007,4,10.0
784,Rebecca Warner,02200000000007,5,5.0
784,Rebecca Warner,02200000000007,6,6.0
784,Rebecca Warner,02200000000007,7,4.0
785,Julie Shepherd,02200000000008,1,2.0
785,Julie Shepherd,02200000000008,2,5.0
785,Julie Shepherd,02200000000008,3,2.0
785,Julie Shepherd,02200000000008,4,5.0
785,Julie Shepherd,02200000000008,5,2.0
785,Julie Shepherd,02200000000008,6,5.0
785,Julie Shepherd,02200000000008,7,4.0
786,Sarah Cooper,02200000000009,1,3.0
786,Sarah Cooper,02200000000009,2,4.0
786,Sarah Cooper,02200000000009,3,1.0
786,Sarah Cooper,02200000000009,4,4.0
786,Sarah Cooper,02200000000009,5,5.0
786,Sarah Cooper,02200000000009,6,2.0
786,Sarah Cooper,02200000000009,7,6.0
