id_siswa,nama,nrp,id_mapel,score
741,Rachel Buck,02100000000001,1,5.0
741,Rachel Buck,02100000000001,2,4.0
741,Rachel Buck,02100000000001,3,3.0
741,Rachel Buck,02100000000001,4,6.0
741,Rachel Buck,02100000000001,5,4.0
741,Rachel Buck,02100000000001,6,7.0
741,Rachel Buck,02100000000001,7,7.0
742,Melanie Vasquez,02100000000002,1,5.0
742,Melanie Vasquez,02100000000002,2,6.0
742,Melanie Vasquez,02100000000002,3,8.0
742,Melanie Vasquez,02100000000002,4,5.0
742,Melanie Vasquez,02100000000002,5,2.0
742,Melanie Vasquez,02100000000002,6,2.0
742,Melanie Vasquez,02100000000002,7,8.0
743,Susan Wall,02100000000003,1,4.0
743,Susan Wall,02100000000003,2,8.0
743,Susan Wall,02100000000003,3,4.0
743,Susan Wall,02100000000003,4,5.0
743,Susan Wall,02100000000003,5,5.0
743,Susan Wall,02100000000003,6,4.0
743,Susan Wall,02100000000003,7,5.0
744,John Raymond,02100000000004,1,9.0
744,John Raymond,02100000000004,2,6.0
744,John Raymond,02100000000004,3,7.0
744,John Raymond,02100000000004,4,3.0
744,John Raymond,02100000000004,5,4.0
744,John Raymond,02100000000004,6,5.0
744,John Raymond,02100000000004,7,6.0
745,Brian Anderson,02100000000005,1,4.0
745,Brian Anderson,02100000000005,2,6.0
745,Brian Anderson,02100000000005,3,6.0
745,Brian Anderson,02100000000005,4,4.0
745,Brian Anderson,02100000000005,5,6.0
745,Brian Anderson,02100000000005,6,4.0
745,Brian Anderson,02100000000005,7,6.0
746,Cynthia Parks,02100000000006,1,6.0
746,Cynthia Parks,02100000000006,2,4.0
746,Cynthia Parks,02100000000006,3,5.0
746,Cynthia Parks,02100000000006,4,8.0
746,Cynthia Parks,02100000000006,5,3.0
746,Cynthia Parks,02100000000006,6,5.0
746,Cynthia Parks,02100000000006,7,5.0
747,Jesse Espinoza,02100000000007,1,4.0
747,Jesse Espinoza,02100000000007,2,5.0
747,Jesse Espinoza,02100000000007,3,7.0
747,Jesse Espinoza,02100000000007,4,4.0
747,Jesse Espinoza,02100000000007,5,1.0
747,Jesse Espinoza,02100000000007,6,6.0
747,Jesse Espinoza,02100000000007,7,5.0
748,Joseph Allen,02100000000008,1,3.0
748,Joseph Allen,02100000000008,2,2.0
748,Joseph Allen,02100000000008,3,5.0
748,Joseph Allen,02100000000008,4,4.0
748,Joseph Allen,02100000000008,5,6.0
748,Joseph Allen,02100000000008,6,7.0
748,Joseph Allen,02100000000008,7,3.0
749,Stephen Thomas,02100000000009,1,5.0
749,Stephen Thomas,02100000000009,2,2.0
749,Stephen Thomas,02100000000009,3,6.0
749,Stephen Thomas,02100000000009,4,5.0
749,Stephen Thomas,02100000000009,5,4.0
749,Stephen Thomas,02100000000009,6,5.0
749,Stephen Thomas,02100000000009,7,5.0
750,Stephanie Bullock,02100000000010,1,6.0
750,Stephanie Bullock,02100000000010,2,6.0
750,Stephanie Bullock,02100000000010,3,5.0
750,Stephanie Bullock,02100000000010,4,5.0
750,Stephanie Bullock,02100000000010,5,5.0
750,Stephanie Bullock,02100000000010,6,3.0
750,Stephanie Bullock,02100000000010,7,5.0
751,Anthony Reed,02100000000011,1,1.0
751,Anthony Reed,02100000000011,2,4.0
751,Anthony Reed,02100000000011,3,3.0
751,Anthony Reed,02100000000011,4,6.0
751,Anthony Reed,02100000000011,5,3.0
751,Anthony Reed,02100000000011,6,4.0
751,Anthony Reed,02100000000011,7,5.0
752,Donald Lawson,02100000000012,1,3.0
752,Donald Lawson,02100000000012,2,3.0
752,Donald Lawson,02100000000012,3,4.0
752,Donald Lawson,02100000000012,4,1.0
752,Donald Lawson,02100000000012,5,2.0
752,Donald Lawson,02100000000012,6,6.0
752,Donald Lawson,02100000000012,7,4.0
753,Rebecca Thompson,02100000000013,1,3.0
753,Rebecca Thompson,02100000000013,2,2.0
753,Rebecca Thompson,02100000000013,3,6.0
753,Rebecca Thompson,02100000000013,4,5.0
753,Rebecca Thompson,02100000000013,5,3.0
753,Rebecca Thompson,02100000000013,6,2.0
753,Rebecca Thompson,02100000000013,7,6.0
754,John Rodriguez,02100000000014,1,9.0
754,John Rodriguez,02100000000014,2,4.0
754,John Rodriguez,02100000000014,3,3.0
754,John Rodriguez,02100000000014,4,3.0
754,John Rodriguez,02100000000014,5,6.0
754,John Rodriguez,02100000000014,6,3.0
754,John Rodriguez,02100000000014,7,5.0
755,Lisa Weaver,02100000000015,1,6.0
755,Lisa Weaver,02100000000015,2,6.0
755,Lisa Weaver,02100000000015,3,7.0
755,Lisa Weaver,02100000000015,4,9.0
755,Lisa Weaver,02100000000015,5,7.0
755,Lisa Weaver,02100000000015,6,5.0
755,Lisa Weaver,02100000000015,7,2.0
756,David James,02100000000016,1,4.0
756,David James,02100000000016,2,2.0
756,David James,02100000000016,3,3.0
756,David James,02100000000016,4,5.0
756,David James,02100000000016,5,3.0
756,David James,02100000000016,6,5.0
756,David James,02100000000016,7,8.0
757,Ebony Molina,02100000000017,1,3.0
757,Ebony Molina,02100000000017,2,6.0
757,Ebony Molina,02100000000017,3,6.0
757,Ebony Molina,02100000000017,4,3.0
757,Ebony Molina,02100000000017,5,7.0
757,Ebony Molina,02100000000017,6,5.0
757,Ebony Molina,02100000000017,7,5.0
758,David Grant,02100000000018,1,7.0
758,David Grant,02100000000018,2,5.0
758,David Grant,02100000000018,3,5.0
758,David Grant,02100000000018,4,6.0
758,David Grant,02100000000018,5,9.0
758,David Grant,02100000000018,6,3.0
758,David Grant,02100000000018,7,1.0
759,Terry Holder,02100000000019,1,5.0
759,Terry Holder,02100000000019,2,5.0
759,Terry Holder,02100000000019,3,7.0
759,Terry Holder,02100000000019,4,6.0
759,Terry Holder,02100000000019,5,7.0
759,Terry Holder,02100000000019,6,7.0
759,Terry Holder,02100000000019,7,3.0
760,Adriana Holland,02100000000020,1,4.0
