id_siswa,nama,nrp,id_mapel,score
630,Christopher Hawkins,01800000000001,1,2.0
630,Christopher Hawkins,01800000000001,2,7.0
630,Christopher Hawkins,01800000000001,3,1.0
630,Christopher Hawkins,01800000000001,4,5.0
630,Christopher Hawkins,01800000000001,5,7.0
630,Christopher Hawkins,01800000000001,6,5.0
630,Christopher Hawkins,01800000000001,7,6.0
631,Sarah Robertson,01800000000002,1,3.0
631,Sarah Robertson,01800000000002,2,7.0
631,Sarah Robertson,01800000000002,3,5.0
631,Sarah Robertson,01800000000002,4,7.0
631,Sarah Robertson,01800000000002,5,3.0
631,Sarah Robertson,01800000000002,6,3.0
631,Sarah Robertson,01800000000002,7,10.0
632,Sabrina Mills,01800000000003,1,4.0
632,Sabrina Mills,01800000000003,2,3.0
632,Sabrina Mills,01800000000003,3,4.0
632,Sabrina Mills,01800000000003,4,7.0
632,Sabrina Mills,01800000000003,5,4.0
632,Sabrina Mills,01800000000003,6,5.0
632,Sabrina Mills,01800000000003,7,6.0
633,Sharon Stewart,01800000000004,1,3.0
633,Sharon Stewart,01800000000004,2,4.0
633,Sharon Stewart,01800000000004,3,2.0
633,Sharon Stewart,01800000000004,4,5.0
633,Sharon Stewart,01800000000004,5,9.0
633,Sharon Stewart,01800000000004,6,5.0
633,Sharon Stewart,01800000000004,7,5.0
634,Bradley Nicholson,01800000000005,1,4.0
634,Bradley Nicholson,01800000000005,2,5.0
634,Bradley Nicholson,01800000000005,3,6.0
634,Bradley Nicholson,01800000000005,4,4.0
634,Bradley Nicholson,01800000000005,5,3.0
634,Bradley Nicholson,01800000000005,6,4.0
634,Bradley Nicholson,01800000000005,7,7.0
635,Shane Watts,01800000000006,1,6.0
635,Shane Watts,01800000000006,2,4.0
635,Shane Watts,01800000000006,3,3.0
635,Shane Watts,01800000000006,4,6.0
635,Shane Watts,01800000000006,5,6.0
635,Shane Watts,01800000000006,6,4.0
635,Shane Watts,01800000000006,7,5.0
636,Richard Lee,01800000000007,1,5.0
636,Richard Lee,01800000000007,2,5.0
636,Richard Lee,01800000000007,3,3.0
636,Richard Lee,01800000000007,4,2.0
636,Richard Lee,01800000000007,5,6.0
636,Richard Lee,01800000000007,6,4.0
636,Richard Lee,01800000000007,7,2.0
637,William Clark,01800000000008,1,4.0
637,William Clark,01800000000008,2,7.0
637,William Clark,01800000000008,3,3.0
637,William Clark,01800000000008,4,5.0
637,William Clark,01800000000008,5,5.0
637,William Clark,01800000000008,6,5.0
637,William Clark,01800000000008,7,6.0
638,Kayla Johnson,01800000000009,1,4.0
638,Kayla Johnson,01800000000009,2,5.0
638,Kayla Johnson,01800000000009,3,4.0
638,Kayla Johnson,01800000000009,4,4.0
638,Kayla Johnson,01800000000009,5,5.0
638,Kayla Johnson,01800000000009,6,4.0
638,Kayla Johnson,01800000000009,7,5.0
639,Terri Chambers,01800000000010,1,3.0
639,Terri Chambers,01800000000010,2,6.0
639,Terri Chambers,01800000000010,3,3.0
639,Terri Chambers,01800000000010,4,4.0
639,Terri Chambers,01800000000010,5,3.0
639,Terri Chambers,01800000000010,6,9.0
639,Terri Chambers,01800000000010,7,4.0
640,Jason Trevino,01800000000011,1,5.0
640,Jason Trevino,01800000000011,2,5.0
640,Jason Trevino,01800000000011,3,5.0
640,Jason Trevino,01800000000011,4,6.0
640,Jason Trevino,01800000000011,5,7.0
640,Jason Trevino,01800000000011,6,6.0
640,Jason Trevino,01800000000011,7,4.0
641,Alexander Ramos,01800000000012,1,4.0
641,Alexander Ramos,01800000000012,2,8.0
641,Alexander Ramos,01800000000012,3,6.0
641,Alexander Ramos,01800000000012,4,4.0
641,Alexander Ramos,01800000000012,5,7.0
641,Alexander Ramos,01800000000012,6,6.0
641,Alexander Ramos,01800000000012,7,4.0
642,Regina Campbell,01800000000013,1,2.0
642,Regina Campbell,01800000000013,2,5.0
642,Regina Campbell,01800000000013,3,6.0
642,Regina Campbell,01800000000013,4,8.0
642,Regina Campbell,01800000000013,5,7.0
642,Regina Campbell,01800000000013,6,6.0
642,Regina Campbell,01800000000013,7,7.0
643,Daniel Parrish,01800000000014,1,5.0
643,Daniel Parrish,01800000000014,2,3.0
643,Daniel Parrish,01800000000014,3,6.0
643,Daniel Parrish,01800000000014,4,3.0
643,Daniel Parrish,01800000000014,5,6.0
643,Daniel Parrish,01800000000014,6,7.0
643,Daniel Parrish,01800000000014,7,4.0
644,Melissa Mack,01800000000015,1,2.0
644,Melissa Mack,01800000000015,2,4.0
644,Melissa Mack,01800000000015,3,8.0
644,Melissa Mack,01800000000015,4,9.0
644,Melissa Mack,01800000000015,5,5.0
644,Melissa Mack,01800000000015,6,4.0
644,Melissa Mack,01800000000015,7,2.0
645,Kaitlyn Cook,01800000000016,1,6.0
645,Kaitlyn Cook,01800000000016,2,6.0
645,Kaitlyn Cook,01800000000016,3,9.0
645,Kaitlyn Cook,01800000000016,4,3.0
645,Kaitlyn Cook,01800000000016,5,3.0
645,Kaitlyn Cook,01800000000016,6,2.0
645,Kaitlyn Cook,01800000000016,7,4.0
646,John Harris,01800000000017,1,9.0
646,John Harris,01800000000017,2,1.0
646,John Harris,01800000000017,3,4.0
646,John Harris,01800000000017,4,6.0
646,John Harris,01800000000017,5,5.0
646,John Harris,01800000000017,6,4.0
646,John Harris,01800000000017,7,4.0
