id_siswa,nama,nrp,id_mapel,score
815,Alexis Reid,02300000000001,1,6.0
815,Alexis Reid,02300000000001,2,5.0
815,Alexis Reid,02300000000001,3,3.0
815,Alexis Reid,02300000000001,4,3.0
815,Alexis Reid,02300000000001,5,6.0
815,Alexis Reid,02300000000001,6,8.0
815,Alexis Reid,02300000000001,7,3.0
816,Kristina Gibson,02300000000002,1,5.0
816,Kristina Gibson,02300000000002,2,4.0
816,Kristina Gibson,02300000000002,3,5.0
816,Kristina Gibson,02300000000002,4,5.0
816,Kristina Gibson,02300000000002,5,5.0
816,Kristina Gibson,02300000000002,6,3.0
816,Kristina Gibson,02300000000002,7,6.0
817,Sherri Jimenez,02300000000003,1,5.0
817,Sherri Jimenez,02300000000003,2,3.0
817,Sherri Jimenez,02300000000003,3,5.0
817,Sherri Jimenez,02300000000003,4,4.0
817,Sherri Jimenez,02300000000003,5,4.0
817,Sherri Jimenez,02300000000003,6,5.0
817,Sherri Jimenez,02300000000003,7,4.0
818,Brian Walters,02300000000004,1,5.0
818,Brian Walters,02300000000004,2,4.0
818,Brian Walters,02300000000004,3,5.0
818,Brian Walters,02300000000004,4,5.0
818,Brian Walters,02300000000004,5,3.0
818,Brian Walters,02300000000004,6,5.0
818,Brian Walters,02300000000004,7,4.0
819,Danielle Wilson,02300000000005,1,3.0
819,Danielle Wilson,02300000000005,2,7.0
819,Danielle Wilson,02300000000005,3,8.0
819,Danielle Wilson,02300000000005,4,7.0
819,Danielle Wilson,02300000000005,5,9.0
819,Danielle Wilson,02300000000005,6,5.0
819,Danielle Wilson,02300000000005,7,3.0
820,Kara Lowe,02300000000006,1,6.0
820,Kara Lowe,02300000000006,2,5.0
820,Kara Lowe,02300000000006,3,5.0
820,Kara Lowe,02300000000006,4,3.0
820,Kara Lowe,02300000000006,5,3.0
820,Kara Lowe,02300000000006,6,4.0
820,Kara Lowe,02300000000006,7,4.0
821,Patricia Woodard,02300000000007,1,5.0
821,Patricia Woodard,02300000000007,2,5.0
821,Patricia Woodard,02300000000007,3,8.0
821,Patricia Woodard,02300000000007,4,2.0
821,Patricia Woodard,02300000000007,5,3.0
821,Patricia Woodard,02300000000007,6,2.0
821,Patricia Woodard,02300000000007,7,6.0
822,Andrea Richardson,02300000000008,1,7.0
822,Andrea Richardson,02300000000008,2,8.0
822,Andrea Richardson,02300000000008,3,4.0
822,Andrea Richardson,02300000000008,4,9.0
822,Andrea Richardson,02300000000008,5,7.0
822,Andrea Richardson,02300000000008,6,2.0
822,Andrea Richardson,02300000000008,7,4.0
823,Tammie Walters,02300000000009,1,2.0
823,Tammie Walters,02300000000009,2,4.0
823,Tammie Walters,02300000000009,3,3.0
823,Tammie Walters,02300000000009,4,3.0
823,Tammie Walters,02300000000009,5,6.0
823,Tammie Walters,02300000000009,6,6.0
823,Tammie Walters,02300000000009,7,5.0
824,Kathy Wallace,02300000000010,1,4.0
824,Kathy Wallace,02300000000010,2,9.0
824,Kathy Wallace,02300000000010,3,4.0
824,Kathy Wallace,02300000000010,4,6.0
824,Kathy Wallace,02300000000010,5,5.0
824,Kathy Wallace,02300000000010,6,7.0
824,Kathy Wallace,02300000000010,7,4.0
825,Patricia Rice,02300000000011,1,5.0
825,Patricia Rice,02300000000011,2,4.0
825,Patricia Rice,02300000000011,3,6.0
825,Patricia Rice,02300000000011,4,6.0
825,Patricia Rice,02300000000011,5,5.0
825,Patricia Rice,02300000000011,6,0.0
825,Patricia Rice,02300000000011,7,5.0
826,Jeremy Diaz,02300000000012,1,6.0
826,Jeremy Diaz,02300000000012,2,5.0
826,Jeremy Diaz,02300000000012,3,5.0
826,Jeremy Diaz,02300000000012,4,9.0
826,Jeremy Diaz,02300000000012,5,8.0
826,Jeremy Diaz,02300000000012,6,6.0
826,Jeremy Diaz,02300000000012,7,7.0
827,Carl Cox,02300000000013,1,2.0
827,Carl Cox,02300000000013,2,5.0
827,Carl Cox,02300000000013,3,3.0
827,Carl Cox,02300000000013,4,6.0
827,Carl Cox,02300000000013,5,2.0
827,Carl Cox,02300000000013,6,5.0
827,Carl Cox,02300000000013,7,3.0
828,Peter Campbell,02300000000014,1,6.0
828,Peter Campbell,02300000000014,2,7.0
828,Peter Campbell,02300000000014,3,7.0
828,Peter Campbell,02300000000014,4,6.0
828,Peter Campbell,02300000000014,5,9.0
828,Peter Campbell,02300000000014,6,9.0
828,Peter Campbell,02300000000014,7,8.0
829,Mr. Erik Anderson,02300000000015,1,6.0
829,Mr. Erik Anderson,02300000000015,2,5.0
829,Mr. Erik Anderson,02300000000015,3,7.0
829,Mr. Erik Anderson,02300000000015,4,5.0
829,Mr. Erik Anderson,02300000000015,5,7.0
829,Mr. Erik Anderson,02300000000015,6,7.0
829,Mr. Erik Anderson,02300000000015,7,3.0
830,Travis Brown,02300000000016,1,6.0
830,Travis Brown,02300000000016,2,5.0
830,Travis Brown,02300000000016,3,6.0
830,Travis Brown,02300000000016,4,9.0
830,Travis Brown,02300000000016,5,6.0
830,Travis Brown,02300000000016,6,6.0
830,Travis Brown,02300000000016,7,5.0
831,Madison Smith,02300000000017,1,5.0
831,Madison Smith,02300000000017,2,3.0
831,Madison Smith,02300000000017,3,5.0
831,Madison Smith,02300000000017,4,11.0
831,Madison Smith,02300000000017,5,5.0
831,Madison Smith,02300000000017,6,5.0
831,Madison Smith,02300000000017,7,3.0
832,Diamond Moran,02300000000018,1,0.0
832,Diamond Moran,02300000000018,2,6.0
832,Diamond Moran,02300000000018,3,5.0
832,Diamond Moran,02300000000018,4,4.0
832,Diamond Moran,02300000000018,5,5.0
832,Diamond Moran,02300000000018,6,8.0
832,Diamond Moran,02300000000018,7,7.0
833,Amanda Blake MD,02300000000019,1,5.0
833,Amanda Blake MD,02300000000019,2,1.0
833,Amanda Blake MD,02300000000019,3,4.0
833,Amanda Blake MD,02300000000019,4,6.0
833,Amanda Blake MD,02300000000019,5,6.0
833,Amanda Blake MD,02300000000019,6,3.0
833,Amanda Blake MD,02300000000019,7,6.0
834,Michael Bartlett,02300000000020,1,2.0
834,Michael Bartlett,02300000000020,2,7.0
834,Michael Bartlett,02300000000020,3,6.0
834,Michael Bartlett,02300000000020,4,7.0
834,Michael Bartlett,02300000000020,5,5.0
834,Michael Bartlett,02300000000020,6,6.0
834,Michael Bartlett,02300000000020,7,6.0
835,Alex Patterson,02300000000021,1,4.0
835,Alex Patterson,02300000000021,2,3.0
835,Alex Patterson,02300000000021,3,5.0
835,Alex Patterson,02300000000021,4,7.0
835,Alex Patterson,02300000000021,5,5.0
835,Alex Patterson,02300000000021,6,8.0
835,Alex Patterson,02300000000021,7,7.0
836,Andrew Pittman,02300000000022,1,7.0
836,Andrew Pittman,02300000000022,2,5.0
836,Andrew Pittman,02300000000022,3,7.0
836,Andrew Pittman,02300000000022,4,5.0
836,Andrew Pittman,02300000000022,5,2.0
836,Andrew Pittman,02300000000022,6,7.0
836,Andrew Pittman,02300000000022,7,4.0
837,Chad Thompson,02300000000023,1,5.0
837,Chad Thompson,02300000000023,2,6.0
837,Chad Thompson,02300000000023,3,5.0
837,Chad Thompson,02300000000023,4,4.0
837,Chad Thompson,02300000000023,5,3.0
837,Chad Thompson,02300000000023,6,2.0
837,Chad Thompson,02300000000023,7,5.0
838,Charles Baker,02300000000024,1,6.0
838,Charles Baker,02300000000024,2,6.0
838,Charles Baker,02300000000024,3,5.0
838,Charles Baker,02300000000024,4,4.0
838,Charles Baker,02300000000024,5,6.0
838,Charles Baker,02300000000024,6,3.0
838,Charles Baker,02300000000024,7,8.0
839,Earl Smith,02300000000025,1,7.0
839,Earl Smith,02300000000025,2,5.0
839,Earl Smith,02300000000025,3,3.0
839,Earl Smith,02300000000025,4,7.0
839,Earl Smith,02300000000025,5,5.0
839,Earl Smith,02300000000025,6,7.0
839,Earl Smith,02300000000025,7,4.0
840,Karen Sullivan,02300000000026,1,6.0
840,Karen Sullivan,02300000000026,2,8.0
840,Karen Sullivan,02300000000026,3,6.0
840,Karen Sullivan,02300000000026,4,10.0
840,Karen Sullivan,02300000000026,5,8.0
840,Karen Sullivan,02300000000026,6,5.0
840,Karen Sullivan,02300000000026,7,5.0
841,Joshua Castro,02300000000027,1,6.0
841,Joshua Castro,02300000000027,2,5.0
841,Joshua Castro,02300000000027,3,4.0
841,Joshua Castro,02300000000027,4,8.0
841,Joshua Castro,02300000000027,5,5.0
841,Joshua Castro,02300000000027,6,6.0
841,Joshua Castro,02300000000027,7,7.0
842,Michelle Robinson,02300000000028,1,3.0
842,Michelle Robinson,02300000000028,2,1.0
842,Michelle Robinson,02300000000028,3,3.0
842,Michelle Robinson,02300000000028,4,2.0
842,Michelle Robinson,02300000000028,5,3.0
842,Michelle Robinson,02300000000028,6,4.0
842,Michelle Robinson,02300000000028,7,7.0
843,Howard Sullivan,02300000000029,1,5.0
843,Howard Sullivan,02300000000029,2,8.0
843,Howard Sullivan,02300000000029,3,5.0
843,Howard Sullivan,02300000000029,4,4.0
843,Howard Sullivan,02300000000029,5,4.0
843,Howard Sullivan,02300000000029,6,3.0
843,Howard Sullivan,02300000000029,7,5.0
844,Marco Gray,02300000000030,1,3.0
844,Marco Gray,02300000000030,2,1.0
844,Marco Gray,02300000000030,3,2.0
844,Marco Gray,02300000000030,4,6.0
844,Marco Gray,02300000000030,5,4.0
844,Marco Gray,02300000000030,6,9.0
844,Marco Gray,02300000000030,7,7.0
845,Patricia Martin,02300000000031,1,4.0
845,Patricia Martin,02300000000031,2,5.0
845,Patricia Martin,02300000000031,3,10.0
845,Patricia Martin,02300000000031,4,5.0
845,Patricia Martin,02300000000031,5,4.0
845,Patricia Martin,02300000000031,6,3.0
845,Patricia Martin,02300000000031,7,5.0
846,Matthew Lynch,02300000000032,1,4.0
846,Matthew Lynch,02300000000032,2,6.0
846,Matthew Lynch,02300000000032,3,5.0
846,Matthew Lynch,02300000000032,4,6.0
846,Matthew Lynch,02300000000032,5,3.0
846,Matthew Lynch,02300000000032,6,11.0
846,Matthew Lynch,02300000000032,7,5.0
