id_siswa,nama,nrp,id_mapel,score
889,Crystal Castro,02500000000001,1,6.0
889,Crystal Castro,02500000000001,2,6.0
889,Crystal Castro,02500000000001,3,3.0
889,Crystal Castro,02500000000001,4,6.0
889,Crystal Castro,02500000000001,5,4.0
889,Crystal Castro,02500000000001,6,6.0
889,Crystal Castro,02500000000001,7,10.0
890,Mark Johnson,02500000000002,1,7.0
890,Mark Johnson,02500000000002,2,3.0
890,Mark Johnson,02500000000002,3,5.0
890,Mark Johnson,02500000000002,4,9.0
890,Mark Johnson,02500000000002,5,3.0
890,Mark Johnson,02500000000002,6,6.0
890,Mark Johnson,02500000000002,7,7.0
891,Mikayla Short,02500000000003,1,5.0
891,Mikayla Short,02500000000003,2,3.0
891,Mikayla Short,02500000000003,3,2.0
891,Mikayla Short,02500000000003,4,4.0
891,Mikayla Short,02500000000003,5,7.0
891,Mikayla Short,02500000000003,6,5.0
891,Mikayla Short,02500000000003,7,3.0
892,Dr. Maria Terry,02500000000004,1,8.0
892,Dr. Maria Terry,02500000000004,2,7.0
892,Dr. Maria Terry,02500000000004,3,5.0
892,Dr. Maria Terry,02500000000004,4,5.0
892,Dr. Maria Terry,02500000000004,5,7.0
892,Dr. Maria Terry,02500000000004,6,8.0
892,Dr. Maria Terry,02500000000004,7,9.0
893,Tamara Tanner,02500000000005,1,7.0
893,Tamara Tanner,02500000000005,2,6.0
893,Tamara Tanner,02500000000005,3,4.0
893,Tamara Tanner,02500000000005,4,5.0
893,Tamara Tanner,02500000000005,5,4.0
893,Tamara Tanner,02500000000005,6,5.0
893,Tamara Tanner,02500000000005,7,3.0
894,Douglas Smith,02500000000006,1,5.0
894,Douglas Smith,02500000000006,2,4.0
894,Douglas Smith,02500000000006,3,6.0
894,Douglas Smith,02500000000006,4,5.0
894,Douglas Smith,02500000000006,5,6.0
894,Douglas Smith,02500000000006,6,5.0
894,Douglas Smith,02500000000006,7,5.0
895,Nancy Joseph,02500000000007,1,3.0
895,Nancy Joseph,02500000000007,2,6.0
895,Nancy Joseph,02500000000007,3,5.0
895,Nancy Joseph,02500000000007,4,6.0
895,Nancy Joseph,02500000000007,5,7.0
895,Nancy Joseph,02500000000007,6,3.0
895,Nancy Joseph,02500000000007,7,6.0
896,Tammy Howell,02500000000008,1,3.0
896,Tammy Howell,02500000000008,2,4.0
896,Tammy Howell,02500000000008,3,10.0
