id_siswa,nama,nrp,id_mapel,score
1333,Reginald Bowen,03700000000001,1,7.0
1333,Reginald Bowen,03700000000001,2,2.0
1333,Reginald Bowen,03700000000001,3,7.0
1333,Reginald Bowen,03700000000001,4,2.0
1333,Reginald Bowen,03700000000001,5,5.0
1333,Reginald Bowen,03700000000001,6,6.0
1333,Reginald Bowen,03700000000001,7,3.0
1334,Christine Nelson,03700000000002,1,3.0
1334,Christine Nelson,03700000000002,2,5.0
1334,Christine Nelson,03700000000002,3,3.0
1334,Christine Nelson,03700000000002,4,5.0
1334,Christine Nelson,03700000000002,5,6.0
1334,Christine Nelson,03700000000002,6,4.0
1334,Christine Nelson,03700000000002,7,4.0
1335,Wesley Morris,03700000000003,1,5.0
1335,Wesley Morris,03700000000003,2,6.0
1335,Wesley Morris,03700000000003,3,10.0
1335,Wesley Morris,03700000000003,4,4.0
1335,Wesley Morris,03700000000003,5,6.0
1335,Wesley Morris,03700000000003,6,4.0
1335,Wesley Morris,03700000000003,7,6.0
1336,Craig Rangel,03700000000004,1,3.0
1336,Craig Rangel,03700000000004,2,10.0
1336,Craig Rangel,03700000000004,3,1.0
1336,Craig Rangel,03700000000004,4,3.0
1336,Craig Rangel,03700000000004,5,1.0
1336,Craig Rangel,03700000000004,6,2.0
1336,Craig Rangel,03700000000004,7,2.0
1337,Austin Wilkinson,03700000000005,1,7.0
1337,Austin Wilkinson,03700000000005,2,6.0
1337,Austin Wilkinson,03700000000005,3,6.0
1337,Austin Wilkinson,03700000000005,4,6.0
1337,Austin Wilkinson,03700000000005,5,4.0
1337,Austin Wilkinson,03700000000005,6,5.0
1337,Austin Wilkinson,03700000000005,7,5.0
1338,Kari Short,03700000000006,1,7.0
1338,Kari Short,03700000000006,2,5.0
1338,Kari Short,03700000000006,3,5.0
1338,Kari Short,03700000000006,4,7.0
1338,Kari Short,03700000000006,5,6.0
1338,Kari Short,03700000000006,6,3.0
1338,Kari Short,03700000000006,7,5.0
1339,Daniel Castro,03700000000007,1,2.0
1339,Daniel Castro,03700000000007,2,3.0
1339,Daniel Castro,03700000000007,3,5.0
1339,Daniel Castro,03700000000007,4,7.0
1339,Daniel Castro,03700000000007,5,4.0
1339,Daniel Castro,03700000000007,6,7.0
1339,Daniel Castro,03700000000007,7,0.0
1340,Douglas Mays,03700000000008,1,5.0
1340,Douglas Mays,03700000000008,2,3.0
1340,Douglas Mays,03700000000008,3,3.0
1340,Douglas Mays,03700000000008,4,6.0
1340,Douglas Mays,03700000000008,5,5.0
1340,Douglas Mays,03700000000008,6,3.0
1340,Douglas Mays,03700000000008,7,2.0
1341,Jerome Juarez,03700000000009,1,5.0
1341,Jerome Juarez,03700000000009,2,5.0
1341,Jerome Juarez,03700000000009,3,5.0
1341,Jerome Juarez,03700000000009,4,9.0
1341,Jerome Juarez,03700000000009,5,4.0
1341,Jerome Juarez,03700000000009,6,3.0
1341,Jerome Juarez,03700000000009,7,4.0
1342,Teresa King,03700000000010,1,5.0
1342,Teresa King,03700000000010,2,9.0
1342,Teresa King,03700000000010,3,2.0
1342,Teresa King,03700000000010,4,5.0
1342,Teresa King,03700000000010,5,5.0
1342,Teresa King,03700000000010,6,6.0
1342,Teresa King,03700000000010,7,7.0
1343,Christopher Maldonado,03700000000011,1,4.0
1343,Christopher Maldonado,03700000000011,2,7.0
1343,Christopher Maldonado,03700000000011,3,8.0
1343,Christopher Maldonado,03700000000011,4,6.0
1343,Christopher Maldonado,03700000000011,5,5.0
1343,Christopher Maldonado,03700000000011,6,3.0
1343,Christopher Maldonado,03700000000011,7,4.0
1344,Sandra Hampton,03700000000012,1,4.0
1344,Sandra Hampton,03700000000012,2,6.0
1344,Sandra Hampton,03700000000012,3,6.0
1344,Sandra Hampton,03700000000012,4,6.0
1344,Sandra Hampton,03700000000012,5,2.0
1344,Sandra Hampton,03700000000012,6,3.0
1344,Sandra Hampton,03700000000012,7,8.0
1345,Barbara Bennett,03700000000013,1,4.0
1345,Barbara Bennett,03700000000013,2,4.0
1345,Barbara Bennett,03700000000013,3,1.0
1345,Barbara Bennett,03700000000013,4,6.0
1345,Barbara Bennett,03700000000013,5,5.0
1345,Barbara Bennett,03700000000013,6,6.0
1345,Barbara Bennett,03700000000013,7,3.0
1346,Samantha Petersen,03700000000014,1,5.0
1346,Samantha Petersen,03700000000014,2,2.0
1346,Samantha Petersen,03700000000014,3,5.0
1346,Samantha Petersen,03700000000014,4,5.0
1346,Samantha Petersen,03700000000014,5,5.0
1346,Samantha Petersen,03700000000014,6,6.0
1346,Samantha Petersen,03700000000014,7,5.0
1347,Jonathan Price,03700000000015,1,4.0
1347,Jonathan Price,03700000000015,2,8.0
1347,Jonathan Price,03700000000015,3,4.0
1347,Jonathan Price,03700000000015,4,6.0
1347,Jonathan Price,03700000000015,5,3.0
1347,Jonathan Price,03700000000015,6,3.0
1347,Jonathan Price,03700000000015,7,9.0
1348,Teresa Klein,03700000000016,1,4.0
1348,Teresa Klein,03700000000016,2,4.0
1348,Teresa Klein,03700000000016,3,6.0
1348,Teresa Klein,03700000000016,4,8.0
1348,Teresa Klein,03700000000016,5,5.0
1348,Teresa Klein,03700000000016,6,5.0
1348,Teresa Klein,03700000000016,7,4.0
1349,Bonnie Smith,03700000000017,1,6.0
1349,Bonnie Smith,03700000000017,2,4.0
1349,Bonnie Smith,03700000000017,3,3.0
1349,Bonnie Smith,03700000000017,4,5.0
1349,Bonnie Smith,03700000000017,5,4.0
1349,Bonnie Smith,03700000000017,6,3.0
1349,Bonnie Smith,03700000000017,7,4.0
1350,Amy Pena,03700000000018,1,6.0
1350,Amy Pena,03700000000018,2,5.0
1350,Amy Pena,03700000000018,3,6.0
1350,Amy Pena,03700000000018,4,3.0
1350,Amy Pena,03700000000018,5,2.0
1350,Amy Pena,03700000000018,6,6.0
1350,Amy Pena,03700000000018,7,9.0
1351,Roger Moore,03700000000019,1,2.0
1351,Roger Moore,03700000000019,2,3.0
1351,Roger Moore,03700000000019,3,5.0
1351,Roger Moore,03700000000019,4,7.0
1351,Roger Moore,03700000000019,5,5.0
1351,Roger Moore,03700000000019,6,6.0
1351,Roger Moore,03700000000019,7,6.0
1352,Rebecca Rodriguez,03700000000020,1,7.0
1352,Rebecca Rodriguez,03700000000020,2,1.0
1352,Rebecca Rodriguez,03700000000020,3,7.0
1352,Rebecca Rodriguez,03700000000020,4,5.0
1352,Rebecca Rodriguez,03700000000020,5,6.0
1352,Rebecca Rodriguez,03700000000020,6,3.0
1352,Rebecca Rodriguez,03700000000020,7,3.0
1353,Sara Brooks,03700000000021,1,4.0
1353,Sara Brooks,03700000000021,2,5.0
1353,Sara Brooks,03700000000021,3,6.0
1353,Sara Brooks,03700000000021,4,6.0
1353,Sara Brooks,03700000000021,5,4.0
1353,Sara Brooks,03700000000021,6,6.0
1353,Sara Brooks,03700000000021,7,2.0
1354,William Watts,03700000000022,1,9.0
1354,William Watts,03700000000022,2,3.0
1354,William Watts,03700000000022,3,5.0
1354,William Watts,03700000000022,4,8.0
1354,William Watts,03700000000022,5,5.0
1354,William Watts,03700000000022,6,3.0
1354,William Watts,03700000000022,7,3.0
1355,Vanessa Moran,03700000000023,1,2.0
1355,Vanessa Moran,03700000000023,2,7.0
1355,Vanessa Moran,03700000000023,3,9.0
1355,Vanessa Moran,03700000000023,4,6.0
1355,Vanessa Moran,03700000000023,5,1.0
1355,Vanessa Moran,03700000000023,6,5.0
1355,Vanessa Moran,03700000000023,7,9.0
1356,Jacob Monroe,03700000000024,1,4.0
1356,Jacob Monroe,03700000000024,2,5.0
1356,Jacob Monroe,03700000000024,3,4.0
1356,Jacob Monroe,03700000000024,4,5.0
1356,Jacob Monroe,03700000000024,5,5.0
1356,Jacob Monroe,03700000000024,6,9.0
1356,Jacob Monroe,03700000000024,7,5.0
1357,Marc Allen,03700000000025,1,4.0
1357,Marc Allen,03700000000025,2,4.0
1357,Marc Allen,03700000000025,3,6.0
1357,Marc Allen,03700000000025,4,5.0
1357,Marc Allen,03700000000025,5,5.0
1357,Marc Allen,03700000000025,6,3.0
1357,Marc Allen,03700000000025,7,5.0
1358,Elizabeth Daniels,03700000000026,1,4.0
