id_siswa,nama,nrp,id_mapel,score
593,Colleen Crawford,01700000000001,1,9.0
593,Colleen Crawford,01700000000001,2,7.0
593,Colleen Crawford,01700000000001,3,8.0
593,Colleen Crawford,01700000000001,4,8.0
593,Colleen Crawford,01700000000001,5,3.0
593,Colleen Crawford,01700000000001,6,5.0
593,Colleen Crawford,01700000000001,7,7.0
594,Jeffrey Dean,01700000000002,1,6.0
594,Jeffrey Dean,01700000000002,2,6.0
594,Jeffrey Dean,01700000000002,3,3.0
594,Jeffrey Dean,01700000000002,4,5.0
594,Jeffrey Dean,01700000000002,5,6.0
594,Jeffrey Dean,01700000000002,6,2.0
594,Jeffrey Dean,01700000000002,7,4.0
595,Cynthia Larsen,01700000000003,1,5.0
595,Cynthia Larsen,01700000000003,2,5.0
595,Cynthia Larsen,01700000000003,3,4.0
595,Cynthia Larsen,01700000000003,4,10.0
595,Cynthia Larsen,01700000000003,5,6.0
595,Cynthia Larsen,01700000000003,6,2.0
595,Cynthia Larsen,01700000000003,7,5.0
596,Christopher Hopkins,01700000000004,1,5.0
596,Christopher Hopkins,01700000000004,2,6.0
596,Christopher Hopkins,01700000000004,3,4.0
596,Christopher Hopkins,01700000000004,4,6.0
596,Christopher Hopkins,01700000000004,5,5.0
596,Christopher Hopkins,01700000000004,6,4.0
596,Christopher Hopkins,01700000000004,7,9.0
597,Elizabeth Chang,01700000000005,1,3.0
597,Elizabeth Chang,01700000000005,2,4.0
597,Elizabeth Chang,01700000000005,3,2.0
597,Elizabeth Chang,01700000000005,4,8.0
597,Elizabeth Chang,01700000000005,5,5.0
597,Elizabeth Chang,01700000000005,6,2.0
597,Elizabeth Chang,01700000000005,7,4.0
598,Andrew Bartlett,01700000000006,1,8.0
598,Andrew Bartlett,01700000000006,2,7.0
598,Andrew Bartlett,01700000000006,3,4.0
598,Andrew Bartlett,01700000000006,4,2.0
598,Andrew Bartlett,01700000000006,5,6.0
598,Andrew Bartlett,01700000000006,6,5.0
598,Andrew Bartlett,01700000000006,7,5.0
599,Jonathan Spencer DDS,01700000000007,1,2.0
599,Jonathan Spencer DDS,01700000000007,2,4.0
599,Jonathan Spencer DDS,01700000000007,3,8.0
599,Jonathan Spencer DDS,01700000000007,4,5.0
599,Jonathan Spencer DDS,01700000000007,5,6.0
599,Jonathan Spencer DDS,01700000000007,6,5.0
599,Jonathan Spencer DDS,01700000000007,7,4.0
600,Heather Young,01700000000008,1,1.0
600,Heather Young,01700000000008,2,6.0
600,Heather Young,01700000000008,3,3.0
600,Heather Young,01700000000008,4,10.0
600,Heather Young,01700000000008,5,3.0
600,Heather Young,01700000000008,6,4.0
600,Heather Young,01700000000008,7,7.0
601,Taylor Greene,01700000000009,1,9.0
601,Taylor Greene,01700000000009,2,6.0
601,Taylor Greene,01700000000009,3,3.0
601,Taylor Greene,01700000000009,4,2.0
601,Taylor Greene,01700000000009,5,4.0
601,Taylor Greene,01700000000009,6,7.0
601,Taylor Greene,01700000000009,7,8.0
602,Sarah Gross,01700000000010,1,2.0
602,Sarah Gross,01700000000010,2,9.0
602,Sarah Gross,01700000000010,3,8.0
602,Sarah Gross,01700000000010,4,8.0
602,Sarah Gross,01700000000010,5,5.0
602,Sarah Gross,01700000000010,6,7.0
602,Sarah Gross,01700000000010,7,6.0
603,Timothy Moore,01700000000011,1,3.0
603,Timothy Moore,01700000000011,2,6.0
603,Timothy Moore,01700000000011,3,5.0
603,Timothy Moore,01700000000011,4,6.0
603,Timothy Moore,01700000000011,5,4.0
603,Timothy Moore,01700000000011,6,4.0
603,Timothy Moore,01700000000011,7,5.0
604,Steven Jensen,01700000000012,1,3.0
604,Steven Jensen,01700000000012,2,3.0
604,Steven Jensen,01700000000012,3,4.0
604,Steven Jensen,01700000000012,4,8.0
604,Steven Jensen,01700000000012,5,3.0
604,Steven Jensen,01700000000012,6,6.0
604,Steven Jensen,01700000000012,7,7.0
605,Paula Cuevas,01700000000013,1,1.0
605,Paula Cuevas,01700000000013,2,4.0
605,Paula Cuevas,01700000000013,3,4.0
605,Paula Cuevas,01700000000013,4,2.0
605,Paula Cuevas,01700000000013,5,8.0
605,Paula Cuevas,01700000000013,6,5.0
605,Paula Cuevas,01700000000013,7,3.0
606,Robert Montgomery,01700000000014,1,7.0
606,Robert Montgomery,01700000000014,2,3.0
606,Robert Montgomery,01700000000014,3,8.0
606,Robert Montgomery,01700000000014,4,6.0
606,Robert Montgomery,01700000000014,5,4.0
606,Robert Montgomery,01700000000014,6,7.0
606,Robert Montgomery,01700000000014,7,4.0
607,Jason Gallegos,01700000000015,1,6.0
607,Jason Gallegos,01700000000015,2,9.0
607,Jason Gallegos,01700000000015,3,2.0
607,Jason Gallegos,01700000000015,4,5.0
607,Jason Gallegos,01700000000015,5,6.0
607,Jason Gallegos,01700000000015,6,8.0
607,Jason Gallegos,01700000000015,7,6.0
608,Joshua Wade,01700000000016,1,8.0
608,Joshua Wade,01700000000016,2,3.0
608,Joshua Wade,01700000000016,3,3.0
608,Joshua Wade,01700000000016,4,8.0
608,Joshua Wade,01700000000016,5,4.0
608,Joshua Wade,01700000000016,6,6.0
608,Joshua Wade,01700000000016,7,3.0
609,Angela Hardy,01700000000017,1,2.0
609,Angela Hardy,01700000000017,2,7.0
609,Angela Hardy,01700000000017,3,3.0
609,Angela Hardy,01700000000017,4,5.0
609,Angela Hardy,01700000000017,5,8.0
609,Angela Hardy,01700000000017,6,5.0
609,Angela Hardy,01700000000017,7,2.0
610,Tammy Jimenez,01700000000018,1,6.0
610,Tammy Jimenez,01700000000018,2,6.0
610,Tammy Jimenez,01700000000018,3,7.0
610,Tammy Jimenez,01700000000018,4,5.0
610,Tammy Jimenez,01700000000018,5,6.0
610,Tammy Jimenez,01700000000018,6,6.0
610,Tammy Jimenez,01700000000018,7,6.0
611,Kristy Stewart,01700000000019,1,3.0
611,Kristy Stewart,01700000000019,2,8.0
611,Kristy Stewart,01700000000019,3,3.0
611,Kristy Stewart,01700000000019,4,3.0
611,Kristy Stewart,01700000000019,5,6.0
611,Kristy Stewart,01700000000019,6,7.0
611,Kristy Stewart,01700000000019,7,2.0
612,Vanessa Curry,01700000000020,1,7.0
612,Vanessa Curry,01700000000020,2,4.0
612,Vanessa Curry,01700000000020,3,4.0
612,Vanessa Curry,01700000000020,4,5.0
612,Vanessa Curry,01700000000020,5,6.0
612,Vanessa Curry,01700000000020,6,4.0
612,Vanessa Curry,01700000000020,7,5.0
613,Susan Adams,01700000000021,1,6.0
613,Susan Adams,01700000000021,2,7.0
613,Susan Adams,01700000000021,3,5.0
613,Susan Adams,01700000000021,4,4.0
613,Susan Adams,01700000000021,5,7.0
613,Susan Adams,01700000000021,6,4.0
613,Susan Adams,01700000000021,7,4.0
614,Nicole Beck,01700000000022,1,6.0
614,Nicole Beck,01700000000022,2,4.0
614,Nicole Beck,01700000000022,3,6.0
614,Nicole Beck,01700000000022,4,8.0
614,Nicole Beck,01700000000022,5,6.0
614,Nicole Beck,01700000000022,6,4.0
614,Nicole Beck,01700000000022,7,5.0
615,Jason Taylor,01700000000023,1,6.0
615,Jason Taylor,01700000000023,2,6.0
615,Jason Taylor,01700000000023,3,8.0
615,Jason Taylor,01700000000023,4,4.0
615,Jason Taylor,01700000000023,5,5.0
615,Jason Taylor,01700000000023,6,3.0
615,Jason Taylor,01700000000023,7,7.0
616,Sheryl Taylor,01700000000024,1,6.0
616,Sheryl Taylor,01700000000024,2,4.0
616,Sheryl Taylor,01700000000024,3,5.0
616,Sheryl Taylor,01700000000024,4,6.0
616,Sheryl Taylor,01700000000024,5,3.0
616,Sheryl Taylor,01700000000024,6,3.0
616,Sheryl Taylor,01700000000024,7,8.0
617,Amy Howard,01700000000025,1,8.0
617,Amy Howard,01700000000025,2,7.0
617,Amy Howard,01700000000025,3,3.0
617,Amy Howard,01700000000025,4,9.0
617,Amy Howard,01700000000025,5,1.0
617,Amy Howard,01700000000025,6,6.0
617,Amy Howard,01700000000025,7,4.0
618,Vincent Carson,01700000000026,1,9.0
618,Vincent Carson,01700000000026,2,5.0
618,Vincent Carson,01700000000026,3,3.0
618,Vincent Carson,01700000000026,4,7.0
618,Vincent Carson,01700000000026,5,7.0
618,Vincent Carson,01700000000026,6,4.0
618,Vincent Carson,01700000000026,7,5.0
619,Christina Oneill,01700000000027,1,4.0
619,Christina Oneill,01700000000027,2,7.0
619,Christina Oneill,01700000000027,3,4.0
619,Christina Oneill,01700000000027,4,4.0
619,Christina Oneill,01700000000027,5,3.0
619,Christina Oneill,01700000000027,6,7.0
619,Christina Oneill,01700000000027,7,5.0
620,Brett Molina,01700000000028,1,6.0
620,Brett Molina,01700000000028,2,8.0
620,Brett Molina,01700000000028,3,5.0
620,Brett Molina,01700000000028,4,7.0
620,Brett Molina,01700000000028,5,4.0
620,Brett Molina,01700000000028,6,6.0
620,Brett Molina,01700000000028,7,6.0
621,Angel Fry,01700000000029,1,4.0
621,Angel Fry,01700000000029,2,6.0
621,Angel Fry,01700000000029,3,5.0
621,Angel Fry,01700000000029,4,5.0
621,Angel Fry,01700000000029,5,8.0
621,Angel Fry,01700000000029,6,6.0
621,Angel Fry,01700000000029,7,7.0
622,Maria Brooks,01700000000030,1,5.0
622,Maria Brooks,01700000000030,2,5.0
622,Maria Brooks,01700000000030,3,5.0
622,Maria Brooks,01700000000030,4,3.0
622,Maria Brooks,01700000000030,5,5.0
622,Maria Brooks,01700000000030,6,4.0
622,Maria Brooks,01700000000030,7,3.0
623,Kelly Martinez,01700000000031,1,4.0
623,Kelly Martinez,01700000000031,2,5.0
623,Kelly Martinez,01700000000031,3,7.0
623,Kelly Martinez,01700000000031,4,2.0
623,Kelly Martinez,01700000000031,5,3.0
623,Kelly Martinez,01700000000031,6,3.0
623,Kelly Martinez,01700000000031,7,6.0
624,Gerald Cardenas,01700000000032,1,3.0
624,Gerald Cardenas,01700000000032,2,3.0
624,Gerald Cardenas,01700000000032,3,10.0
624,Gerald Cardenas,01700000000032,4,4.0
624,Gerald Cardenas,01700000000032,5,6.0
624,Gerald Cardenas,01700000000032,6,2.0
624,Gerald Cardenas,01700000000032,7,4.0
625,Monique Kennedy,01700000000033,1,3.0
625,Monique Kennedy,01700000000033,2,5.0
625,Monique Kennedy,01700000000033,3,3.0
625,Monique Kennedy,01700000000033,4,5.0
