id_siswa,nama,nrp,id_mapel,score
482,Tracy Payne,01400000000001,1,7.0
482,Tracy Payne,01400000000001,2,3.0
482,Tracy Payne,01400000000001,3,3.0
482,Tracy Payne,01400000000001,4,3.0
482,Tracy Payne,01400000000001,5,8.0
482,Tracy Payne,01400000000001,6,5.0
482,Tracy Payne,01400000000001,7,5.0
483,Jason Miller,01400000000002,1,4.0
483,Jason Miller,01400000000002,2,5.0
483,Jason Miller,01400000000002,3,8.0
483,Jason Miller,01400000000002,4,4.0
483,Jason Miller,01400000000002,5,5.0
483,Jason Miller,01400000000002,6,4.0
483,Jason Miller,01400000000002,7,5.0
484,Taylor Mitchell,01400000000003,1,2.0
484,Taylor Mitchell,01400000000003,2,5.0
484,Taylor Mitchell,01400000000003,3,4.0
484,Taylor Mitchell,01400000000003,4,6.0
484,Taylor Mitchell,01400000000003,5,6.0
484,Taylor Mitchell,01400000000003,6,3.0
484,Taylor Mitchell,01400000000003,7,3.0
485,Anthony Williams,01400000000004,1,4.0
485,Anthony Williams,01400000000004,2,6.0
485,Anthony Williams,01400000000004,3,3.0
485,Anthony Williams,01400000000004,4,2.0
485,Anthony Williams,01400000000004,5,6.0
485,Anthony Williams,01400000000004,6,3.0
485,Anthony Williams,01400000000004,7,4.0
486,Nicolas Fischer,01400000000005,1,3.0
486,Nicolas Fischer,01400000000005,2,4.0
486,Nicolas Fischer,01400000000005,3,6.0
486,Nicolas Fischer,01400000000005,4,4.0
486,Nicolas Fischer,01400000000005,5,3.0
486,Nicolas Fischer,01400000000005,6,5.0
486,Nicolas Fischer,01400000000005,7,7.0
487,Ricky Miller,01400000000006,1,7.0
487,Ricky Miller,01400000000006,2,7.0
487,Ricky Miller,01400000000006,3,4.0
487,Ricky Miller,01400000000006,4,3.0
487,Ricky Miller,01400000000006,5,6.0
487,Ricky Miller,01400000000006,6,2.0
487,Ricky Miller,01400000000006,7,7.0
488,Timothy Soto,01400000000007,1,10.0
488,Timothy Soto,01400000000007,2,6.0
488,Timothy Soto,01400000000007,3,6.0
488,Timothy Soto,01400000000007,4,9.0
488,Timothy Soto,01400000000007,5,12.0
488,Timothy Soto,01400000000007,6,6.0
488,Timothy Soto,01400000000007,7,5.0
489,Brooke Spears,01400000000008,1,2.0
489,Brooke Spears,01400000000008,2,1.0
489,Brooke Spears,01400000000008,3,3.0
489,Brooke Spears,01400000000008,4,8.0
489,Brooke Spears,01400000000008,5,4.0
489,Brooke Spears,01400000000008,6,7.0
489,Brooke Spears,01400000000008,7,2.0
490,Mr. Gregory Freeman,01400000000009,1,1.0
490,Mr. Gregory Freeman,01400000000009,2,5.0
490,Mr. Gregory Freeman,01400000000009,3,6.0
490,Mr. Gregory Freeman,01400000000009,4,5.0
490,Mr. Gregory Freeman,01400000000009,5,4.0
490,Mr. Gregory Freeman,01400000000009,6,2.0
490,Mr. Gregory Freeman,01400000000009,7,7.0
491,Joshua Powell,01400000000010,1,6.0
491,Joshua Powell,01400000000010,2,6.0
491,Joshua Powell,01400000000010,3,7.0
491,Joshua Powell,01400000000010,4,6.0
491,Joshua Powell,01400000000010,5,3.0
491,Joshua Powell,01400000000010,6,5.0
491,Joshua Powell,01400000000010,7,2.0
492,David Bailey,01400000000011,1,3.0
492,David Bailey,01400000000011,2,2.0
